participant,soa,prime_direction,mask_direction,congruent,answer,rt,accuracy
002,0.075,left,right,FALSE,left,0.36211420000017824,TRUE
002,0.0375,left,right,FALSE,right,0.21668179999960557,FALSE
002,0.0625,right,right,TRUE,left,0.3535447000003842,FALSE
002,0.025,right,left,FALSE,left,0.3264376999995875,FALSE
002,0.0125,right,left,FALSE,right,0.3521647000006851,TRUE
002,0.05,right,right,TRUE,left,0.6289065999999366,FALSE
002,0.05,left,right,FALSE,left,0.5360989999999219,TRUE
002,0.0625,right,left,FALSE,right,0.2142639000003328,TRUE
002,0.075,right,right,TRUE,right,0.1700565999999526,TRUE
002,0.0125,right,right,TRUE,right,0.291989399999693,TRUE
002,0.05,right,left,FALSE,right,0.376561799999763,TRUE
002,0.0125,right,right,TRUE,right,0.2693104999998468,TRUE
002,0.05,right,left,FALSE,left,0.4387092000006305,FALSE
002,0.0625,right,left,FALSE,left,0.3207516000002215,FALSE
002,0.05,left,right,FALSE,right,0.42312049999964074,FALSE
002,0.075,right,left,FALSE,left,0.35516720000032365,FALSE
002,0.0375,right,left,FALSE,left,0.3753796999999395,FALSE
002,0.0625,right,right,TRUE,left,0.6774292999998579,FALSE
002,0.025,right,right,TRUE,right,0.358631900000546,TRUE
002,0.025,left,right,FALSE,right,0.3458759999994072,FALSE
002,0.025,left,right,FALSE,left,0.5114291999998386,TRUE
002,0.0125,right,right,TRUE,right,0.45020279999971535,TRUE
002,0.0375,left,left,TRUE,right,0.3456255000000965,FALSE
002,0.0125,right,left,FALSE,left,0.32934670000031474,FALSE
002,0.0125,left,left,TRUE,left,0.33368479999990086,TRUE
002,0.0375,left,left,TRUE,right,0.5211902000000919,FALSE
002,0.075,left,right,FALSE,right,0.2522969000001467,FALSE
002,0.025,right,right,TRUE,left,0.4712320999997246,FALSE
002,0.0625,left,left,TRUE,right,0.3565881000004083,FALSE
002,0.025,left,left,TRUE,left,0.3564277999994374,TRUE
002,0.075,right,right,TRUE,left,0.6443855999996231,FALSE
002,0.0375,left,right,FALSE,left,0.5300670000005994,TRUE
002,0.05,right,right,TRUE,right,0.32078739999997197,TRUE
002,0.05,left,right,FALSE,left,0.3559033999999883,TRUE
002,0.025,left,left,TRUE,left,0.5339408000008916,TRUE
002,0.05,right,left,FALSE,left,0.41164369999933115,FALSE
002,0.0375,left,left,TRUE,left,0.3031983000000764,TRUE
002,0.05,left,left,TRUE,left,0.7169397999996363,TRUE
002,0.0625,left,right,FALSE,right,0.33697099999972124,FALSE
002,0.075,left,right,FALSE,right,0.41417120000005525,FALSE
002,0.0375,left,right,FALSE,right,0.06775350000043545,FALSE
002,0.0125,left,right,FALSE,left,0.11167269999987184,TRUE
002,0.05,left,left,TRUE,right,0.38732809999964957,FALSE
002,0.0375,right,right,TRUE,right,0.28216950000023644,TRUE
002,0.05,right,left,FALSE,right,0.26725709999936953,TRUE
002,0.0625,right,left,FALSE,right,0.4526704999998401,TRUE
002,0.05,left,left,TRUE,right,0.44706500000029337,FALSE
002,0.025,right,left,FALSE,left,0.1952859000002718,FALSE
002,0.0625,right,left,FALSE,right,0.32303239999964717,TRUE
002,0.0375,right,right,TRUE,left,0.20795509999970818,FALSE
002,0.025,left,right,FALSE,right,0.2772027999999409,FALSE
002,0.075,left,left,TRUE,right,0.37726500000007945,FALSE
002,0.075,right,left,FALSE,right,0.20964420000018436,TRUE
002,0.0625,right,right,TRUE,left,0.3423547000002145,FALSE
002,0.075,right,right,TRUE,left,0.2818185000005542,FALSE
002,0.0375,right,left,FALSE,right,0.5668335000000297,TRUE
002,0.0375,right,left,FALSE,right,0.5544002999995428,TRUE
002,0.0125,right,right,TRUE,right,0.4466259999999238,TRUE
002,0.0125,left,right,FALSE,right,3.917031699999825,FALSE
002,0.025,left,right,FALSE,left,1.9719813000001523,TRUE
002,0.0125,left,right,FALSE,right,0.2943457999999737,FALSE
002,0.025,right,right,TRUE,left,0.7227532000006249,FALSE
002,0.0125,right,left,FALSE,right,0.26906979999967007,TRUE
002,0.075,left,right,FALSE,right,0.40934110000034707,FALSE
002,0.075,right,left,FALSE,right,0.3795618000003742,TRUE
002,0.0375,left,right,FALSE,left,0.2012856000001193,TRUE
002,0.0625,left,left,TRUE,right,0.6127120000001014,FALSE
002,0.0125,left,left,TRUE,right,0.258245199999692,FALSE
002,0.0375,left,left,TRUE,right,3.18632609999986,FALSE
002,0.0375,left,left,TRUE,right,0.04314509999949223,FALSE
002,0.05,left,right,FALSE,left,0.2450648000003639,TRUE
002,0.075,left,left,TRUE,right,0.24900669999988168,FALSE
002,0.0625,left,right,FALSE,left,0.29398760000003676,TRUE
002,0.0375,right,left,FALSE,right,0.3571529000000737,TRUE
002,0.0375,left,left,TRUE,right,0.47034590000021126,FALSE
002,0.05,right,right,TRUE,left,0.3391133000004629,FALSE
002,0.025,right,right,TRUE,left,0.16098719999990863,FALSE
002,0.075,right,right,TRUE,left,0.2845798999996987,FALSE
002,0.0625,right,right,TRUE,left,0.3512542999997095,FALSE
002,0.0125,right,right,TRUE,right,0.393705499999669,TRUE
002,0.0375,right,right,TRUE,right,0.36993189999975584,TRUE
002,0.0125,left,left,TRUE,left,0.4726977000000261,TRUE
002,0.0125,right,left,FALSE,right,0.36542850000023464,TRUE
002,0.0375,right,left,FALSE,right,0.6866667000003872,TRUE
002,0.0125,right,right,TRUE,right,0.2647138000002087,TRUE
002,0.0625,left,right,FALSE,left,0.38963200000034703,TRUE
002,0.05,left,right,FALSE,left,0.415857999999389,TRUE
002,0.025,left,left,TRUE,right,0.412265899999511,FALSE
002,0.0125,right,left,FALSE,left,0.47914420000051905,FALSE
002,0.0125,right,right,TRUE,left,0.4392735999999786,FALSE
002,0.0625,right,left,FALSE,right,0.44460160000016913,TRUE
002,0.0125,right,left,FALSE,right,2.3756500999998025,TRUE
002,0.025,left,left,TRUE,left,0.5386900000003152,TRUE
002,0.075,left,right,FALSE,left,0.6480270999991262,TRUE
002,0.075,left,left,TRUE,right,0.39171259999966423,FALSE
002,0.0625,left,left,TRUE,right,0.26793499999985215,FALSE
002,0.075,right,left,FALSE,left,0.48499160000028496,FALSE
002,0.0375,right,left,FALSE,right,0.4852074000000357,TRUE
002,0.0625,right,left,FALSE,right,0.47430139999960375,TRUE
002,0.025,right,left,FALSE,right,0.3936374999993859,TRUE
002,0.05,left,left,TRUE,right,0.5495774000000893,FALSE
002,0.05,left,left,TRUE,right,0.46080090000032214,FALSE
002,0.05,right,left,FALSE,right,0.4980790999998135,TRUE
002,0.0375,right,right,TRUE,left,0.4752111000007062,FALSE
002,0.0125,right,right,TRUE,left,0.4566717999996399,FALSE
002,0.0375,left,right,FALSE,left,0.3722501000002012,TRUE
002,0.0125,right,left,FALSE,right,0.47345769999992626,TRUE
002,0.05,right,right,TRUE,left,0.4646430999991935,FALSE
002,0.025,left,right,FALSE,left,0.4140139999999519,TRUE
002,0.05,left,right,FALSE,left,0.4355940000004921,TRUE
002,0.0125,left,left,TRUE,right,0.45566299999973126,FALSE
002,0.0375,right,right,TRUE,left,0.3953694000001633,FALSE
002,0.0125,left,left,TRUE,left,0.4314836000003197,TRUE
002,0.0375,right,left,FALSE,left,0.7626847999999882,FALSE
002,0.075,left,left,TRUE,right,0.5879932999996527,FALSE
002,0.0375,left,right,FALSE,left,0.33455400000002555,TRUE
002,0.025,right,right,TRUE,left,0.39692160000049626,FALSE
002,0.075,right,right,TRUE,left,0.2794738000002326,FALSE
002,0.0125,right,left,FALSE,right,0.14653309999994235,TRUE
002,0.0375,left,right,FALSE,right,0.37495860000035464,FALSE
002,0.0375,right,left,FALSE,right,0.35268379999979516,TRUE
002,0.0625,left,right,FALSE,left,0.004763799999636831,TRUE
002,0.0625,right,right,TRUE,left,0.11250029999973776,FALSE
002,0.025,left,right,FALSE,left,0.31653300000016316,TRUE
002,0.05,left,right,FALSE,left,0.41654819999985193,TRUE
002,0.05,right,left,FALSE,left,0.3802776000002268,FALSE
002,0.0625,right,left,FALSE,right,0.35732370000005176,TRUE
002,0.0625,right,right,TRUE,left,0.23607209999954648,FALSE
002,0.05,left,left,TRUE,right,0.32697300000018004,FALSE
002,0.05,right,right,TRUE,left,0.2058805000006032,FALSE
002,0.0625,left,right,FALSE,left,0.25778599999921425,TRUE
002,0.0375,right,right,TRUE,left,0.2900809000002482,FALSE
002,0.025,left,left,TRUE,right,0.23629430000073626,FALSE
002,0.025,left,right,FALSE,left,0.20203720000063186,TRUE
002,0.025,left,left,TRUE,right,0.3177752000001419,FALSE
002,0.05,right,left,FALSE,right,0.23007509999933973,TRUE
002,0.075,right,right,TRUE,left,0.3117703999996593,FALSE
002,0.025,right,right,TRUE,left,0.2912455999994563,FALSE
002,0.025,left,right,FALSE,left,0.20857369999976072,TRUE
002,0.025,left,left,TRUE,left,0.4133338999999978,TRUE
002,0.025,left,right,FALSE,left,0.3489260000005743,TRUE
002,0.075,right,left,FALSE,right,0.3194997999999032,TRUE
002,0.075,right,right,TRUE,left,0.32140739999977086,FALSE
002,0.05,right,left,FALSE,right,0.4243063000003531,TRUE
002,0.075,left,right,FALSE,left,0.33735799999976734,TRUE
002,0.0375,right,right,TRUE,left,0.30094699999972363,FALSE
002,0.0625,left,left,TRUE,right,0.21182950000002165,FALSE
002,0.05,left,left,TRUE,right,0.14140839999981836,FALSE
002,0.075,left,right,FALSE,left,0.3734838000000309,TRUE
002,0.0125,right,left,FALSE,right,0.34471709999979794,TRUE
002,0.05,right,left,FALSE,right,0.34246100000018487,TRUE
002,0.05,right,right,TRUE,left,0.2698792000001049,FALSE
002,0.0625,right,right,TRUE,left,0.27249830000073416,FALSE
002,0.0125,left,left,TRUE,right,0.3787355000004027,FALSE
002,0.075,right,right,TRUE,left,0.31889919999957783,FALSE
002,0.025,left,left,TRUE,right,0.17331100000046717,FALSE
002,0.075,right,left,FALSE,right,0.2243575000002238,TRUE
002,0.0125,left,left,TRUE,right,0.8534982000001037,FALSE
002,0.0375,left,right,FALSE,left,0.06533050000052754,TRUE
002,0.0125,left,right,FALSE,left,0.26143839999986085,TRUE
002,0.05,right,left,FALSE,right,0.5713676999994277,TRUE
002,0.0125,left,right,FALSE,left,1.237762799999473,TRUE
002,0.0625,right,left,FALSE,right,0.16704420000041864,TRUE
002,0.0125,left,right,FALSE,left,0.058629900000596535,TRUE
002,0.0125,left,right,FALSE,left,0.2909418999997797,TRUE
002,0.075,left,left,TRUE,right,0.006771500000468222,FALSE
002,0.0625,left,left,TRUE,left,0.226784200000111,TRUE
002,0.025,left,right,FALSE,left,0.32653190000019094,TRUE
002,0.0625,right,left,FALSE,right,0.1586250000000291,TRUE
002,0.0125,right,right,TRUE,right,0.2428684999995312,TRUE
002,0.0375,left,left,TRUE,right,0.49779839999973774,FALSE
002,0.025,right,left,FALSE,left,0.1438336999999592,FALSE
002,0.075,left,left,TRUE,right,0.2339393000002019,FALSE
002,0.025,right,right,TRUE,left,0.16324259999964852,FALSE
002,0.0375,left,left,TRUE,right,0.07127490000038961,FALSE
002,0.0625,right,left,FALSE,right,0.2107585999992807,TRUE
002,0.025,right,left,FALSE,left,0.37445039999965957,FALSE
002,0.075,left,right,FALSE,left,0.3076234000000113,TRUE
002,0.0375,right,right,TRUE,left,0.298464999999851,FALSE
002,0.0625,left,right,FALSE,left,0.30814359999931185,TRUE
002,0.0125,left,right,FALSE,left,0.3481302999998661,TRUE
002,0.0625,left,right,FALSE,right,0.4684658000005584,FALSE
002,0.075,left,left,TRUE,right,0.3707125000000815,FALSE
002,0.0375,left,right,FALSE,right,0.3305222999997568,FALSE
002,0.0375,right,left,FALSE,right,0.24441449999994802,TRUE
002,0.0625,left,left,TRUE,left,0.3554346999999325,TRUE
002,0.0375,left,right,FALSE,left,0.6743194000000585,TRUE
002,0.025,right,left,FALSE,right,0.40082620000066527,TRUE
002,0.025,right,left,FALSE,right,0.35554809999939607,TRUE
002,0.025,right,left,FALSE,right,0.3527953000002526,TRUE
002,0.0125,right,right,TRUE,left,0.3887319999994361,FALSE
002,0.0375,left,left,TRUE,right,0.24560699999983626,FALSE
002,0.075,right,left,FALSE,left,0.32947320000039326,FALSE
002,0.05,left,right,FALSE,left,0.6293642000000546,TRUE
002,0.0625,left,left,TRUE,right,0.8156660999993619,FALSE
002,0.0125,left,right,FALSE,left,0.7357115999993766,TRUE
002,0.025,right,right,TRUE,right,0.2269575000000259,TRUE
002,0.0125,left,left,TRUE,left,0.1777099000000817,TRUE
002,0.05,left,left,TRUE,right,0.27093369999965944,FALSE
002,0.075,right,left,FALSE,left,0.2692663999996512,FALSE
002,0.05,left,right,FALSE,left,1.2046418999998423,TRUE
002,0.0625,right,right,TRUE,left,0.36254230000031384,FALSE
002,0.075,left,right,FALSE,left,0.5649554000001444,TRUE
002,0.05,right,right,TRUE,left,0.39915429999928165,FALSE
002,0.075,left,right,FALSE,left,2.9618798000001334,TRUE
002,0.075,right,left,FALSE,left,0.24894150000000081,FALSE
002,0.075,right,right,TRUE,left,0.4999933000008241,FALSE
002,0.0625,right,right,TRUE,left,0.33469999999942956,FALSE
002,0.05,left,left,TRUE,right,0.3493035999999847,FALSE
002,0.0625,left,left,TRUE,left,0.3555855000004158,TRUE
002,0.05,right,right,TRUE,left,0.31253060000017285,FALSE
002,0.025,right,right,TRUE,right,0.3611344000000827,TRUE
002,0.05,right,left,FALSE,left,0.40209799999956886,FALSE
002,0.05,left,left,TRUE,right,0.415953200000331,FALSE
002,0.0625,left,left,TRUE,right,0.25631129999965196,FALSE
002,0.0625,left,right,FALSE,left,0.3205576000000292,TRUE
002,0.0375,right,right,TRUE,left,0.16279930000018794,FALSE
002,0.05,right,right,TRUE,left,0.08762620000015886,FALSE
002,0.025,right,left,FALSE,right,0.10381750000033207,TRUE
002,0.0625,right,right,TRUE,left,0.024757200000749435,FALSE
002,0.075,left,right,FALSE,left,0.25225460000001476,TRUE
002,0.025,left,left,TRUE,left,0.12065640000037092,TRUE
002,0.05,right,right,TRUE,right,0.4003229999998439,TRUE
002,0.075,right,left,FALSE,right,0.40238250000038533,TRUE
002,0.0125,left,left,TRUE,left,0.3392522000003737,TRUE
002,0.0625,left,right,FALSE,left,0.22961189999932685,TRUE
002,0.0375,left,right,FALSE,left,0.21053699999993114,TRUE
002,0.0625,left,left,TRUE,right,0.22818610000012995,FALSE
002,0.0375,left,right,FALSE,right,0.34492170000066835,FALSE
002,0.075,right,right,TRUE,left,0.39309830000001966,FALSE
002,0.025,right,right,TRUE,right,0.37754510000013397,TRUE
002,0.0125,left,right,FALSE,left,0.25597490000018297,TRUE
002,0.05,right,right,TRUE,left,0.3856290000003355,FALSE
002,0.025,left,right,FALSE,left,0.3541850000001432,TRUE
002,0.0125,left,right,FALSE,right,0.43867520000003424,FALSE
002,0.0625,right,right,TRUE,left,0.3089260999995531,FALSE
002,0.0125,left,left,TRUE,right,0.4641310999995767,FALSE
002,0.0625,right,right,TRUE,left,0.23126099999990402,FALSE
002,0.0125,right,left,FALSE,left,0.27089780000005703,FALSE
002,0.075,right,right,TRUE,right,0.2634600999999748,TRUE
002,0.075,right,right,TRUE,right,0.3905680999996548,TRUE
002,0.0375,left,left,TRUE,left,0.14059250000082102,TRUE
002,0.05,left,right,FALSE,left,0.34450159999960306,TRUE
002,0.0625,right,left,FALSE,right,0.07979709999926854,TRUE
002,0.0375,right,left,FALSE,right,0.2543998000001011,TRUE
002,0.05,left,left,TRUE,right,0.19065999999929772,FALSE
002,0.025,left,left,TRUE,left,0.31854999999995925,TRUE
002,0.0375,left,left,TRUE,right,0.14667439999993803,FALSE
002,0.0625,left,left,TRUE,left,0.15424040000016248,TRUE
002,0.0125,left,right,FALSE,right,0.004224199999953271,FALSE
002,0.025,left,left,TRUE,left,0.06683239999983925,TRUE
002,0.075,left,left,TRUE,left,0.19077930000003107,TRUE
002,0.0375,right,left,FALSE,right,0.2473691000004692,TRUE
002,0.0625,left,left,TRUE,right,0.2812634000001708,FALSE
002,0.0375,left,left,TRUE,right,0.31369230000018433,FALSE
002,0.0375,left,right,FALSE,left,0.1947423000001436,TRUE
002,0.05,right,right,TRUE,left,0.25772569999935513,FALSE
002,0.0625,right,right,TRUE,left,0.3409090000004653,FALSE
002,0.075,left,right,FALSE,left,0.37622379999993427,TRUE
002,0.05,right,left,FALSE,right,0.3398797999998351,TRUE
002,0.0375,left,right,FALSE,left,0.3522824000001492,TRUE
002,0.05,left,left,TRUE,right,0.5135150999994949,FALSE
002,0.075,left,left,TRUE,right,0.39770970000063244,FALSE
002,0.0375,right,right,TRUE,left,0.4082524999994348,FALSE
002,0.025,left,right,FALSE,left,0.38430199999947945,TRUE
002,0.0375,right,left,FALSE,right,0.33222659999955795,TRUE
002,0.075,right,left,FALSE,right,0.3564509000007092,TRUE
002,0.05,left,right,FALSE,left,0.317340200000217,TRUE
002,0.05,right,left,FALSE,right,0.37075819999972737,TRUE
002,0.025,left,left,TRUE,right,0.3893865999998525,FALSE
002,0.0375,left,right,FALSE,left,0.42272010000033333,TRUE
002,0.0125,right,left,FALSE,right,0.35509430000001885,TRUE
002,0.025,right,left,FALSE,left,0.3563567000001058,FALSE
002,0.0375,left,left,TRUE,right,0.3772592999994231,FALSE
002,0.025,right,right,TRUE,left,0.39747739999984333,FALSE
002,0.05,right,left,FALSE,right,0.20419159999983094,TRUE
002,0.0125,right,left,FALSE,right,0.5676174000000174,TRUE
002,0.0125,left,left,TRUE,right,0.38616240000010293,FALSE
002,0.025,right,left,FALSE,left,0.6727166999999099,FALSE
002,0.025,right,right,TRUE,left,0.3988282000000254,FALSE
002,0.025,right,right,TRUE,left,1.0961340000003474,FALSE
002,0.0375,right,right,TRUE,right,0.326506899999913,TRUE
002,0.025,right,right,TRUE,right,0.5010033000007752,TRUE
002,0.025,right,left,FALSE,right,0.33272479999959614,TRUE
002,0.0125,left,right,FALSE,left,0.8041564000004655,TRUE
002,0.0125,left,left,TRUE,left,0.4270314999994298,TRUE
002,0.0375,right,right,TRUE,left,0.5014211999996405,FALSE
002,0.05,right,right,TRUE,left,0.4007552000002761,FALSE
002,0.0625,left,right,FALSE,left,0.36334050000004936,TRUE
002,0.05,left,left,TRUE,right,0.14973689999987982,FALSE
002,0.075,left,left,TRUE,right,0.3331442999997307,FALSE
002,0.075,right,left,FALSE,right,0.3373658999998952,TRUE
002,0.05,right,right,TRUE,left,0.2537677000000258,FALSE
002,0.0125,left,right,FALSE,left,0.2876657000006162,TRUE
002,0.0375,right,right,TRUE,left,0.42858090000027005,FALSE
002,0.075,right,left,FALSE,right,0.2882951999999932,TRUE
002,0.0625,right,left,FALSE,right,0.4619889999994484,TRUE
002,0.0625,right,left,FALSE,right,0.4050777000002199,TRUE
002,0.05,left,right,FALSE,left,0.30830990000049496,TRUE
002,0.05,right,left,FALSE,right,0.40471619999971153,TRUE
002,0.0125,left,right,FALSE,right,0.2929673000007824,FALSE
002,0.05,left,left,TRUE,left,0.6208397000000332,TRUE
002,0.025,left,left,TRUE,right,0.5243938999992679,FALSE
002,0.05,left,right,FALSE,left,0.5017480999995314,TRUE
002,0.025,left,right,FALSE,left,0.5044986999992034,TRUE
002,0.0625,left,right,FALSE,right,0.4732640000001993,FALSE
002,0.0125,right,right,TRUE,left,0.36343290000058914,FALSE
002,0.0625,left,left,TRUE,right,0.30698109999957524,FALSE
002,0.025,left,left,TRUE,left,0.43839440000010654,TRUE
002,0.0125,right,left,FALSE,left,0.5857884999995804,FALSE
002,0.0625,right,left,FALSE,right,0.4093212999996467,TRUE
002,0.075,left,left,TRUE,left,0.4313154999999824,TRUE
002,0.0625,right,right,TRUE,left,0.4175986999998713,FALSE
002,0.05,right,left,FALSE,right,0.2026520999997956,TRUE
002,0.0125,right,right,TRUE,left,0.35324490000039077,FALSE
002,0.0125,left,left,TRUE,left,0.38514589999977034,TRUE
002,0.05,left,left,TRUE,right,0.4559042999999292,FALSE
002,0.075,left,right,FALSE,left,0.2974351000002571,TRUE
002,0.0375,right,left,FALSE,right,0.24150420000023587,TRUE
002,0.025,right,left,FALSE,left,0.14309570000023086,FALSE
002,0.075,right,right,TRUE,right,0.3403481000004831,TRUE
002,0.075,left,right,FALSE,left,0.19959139999991748,TRUE
002,0.0125,right,right,TRUE,left,0.4307005999999092,FALSE
002,0.0625,left,left,TRUE,right,0.3500771999997596,FALSE
002,0.025,right,right,TRUE,right,0.3166438999996899,TRUE
002,0.075,left,right,FALSE,left,0.35470840000016324,TRUE
002,0.075,right,right,TRUE,right,0.2161111000004894,TRUE
002,0.0625,left,right,FALSE,left,0.2755378000001656,TRUE
002,0.0125,right,left,FALSE,left,0.19513410000035947,FALSE
002,0.025,left,right,FALSE,left,0.39169740000033926,TRUE
002,0.0625,left,right,FALSE,left,0.3797799000003579,TRUE
002,0.0375,left,left,TRUE,left,0.305825399999776,TRUE
002,0.075,right,left,FALSE,right,0.34525269999994634,TRUE
002,0.0125,right,left,FALSE,right,0.4410020000004806,TRUE
002,0.0375,right,right,TRUE,left,0.4881083000000217,FALSE
002,0.0375,right,left,FALSE,right,0.6699360000002343,TRUE
002,0.075,right,right,TRUE,right,0.45397589999993215,TRUE
002,0.0125,right,right,TRUE,left,0.4420426000006046,FALSE
002,0.05,left,right,FALSE,left,0.540914299999713,TRUE
002,0.0125,right,right,TRUE,left,0.4128201000003173,FALSE
002,0.0625,right,right,TRUE,left,2.0825317999997424,FALSE
002,0.0625,right,left,FALSE,right,0.48669169999993755,TRUE
002,0.0625,right,left,FALSE,left,0.5145806000000448,FALSE
002,0.05,left,right,FALSE,left,0.40831789999992907,TRUE
002,0.075,left,right,FALSE,left,0.31919360000028973,TRUE
002,0.025,left,right,FALSE,right,0.270262900000489,FALSE
002,0.0375,left,right,FALSE,left,0.35084480000023177,TRUE
002,0.025,right,left,FALSE,right,0.35794369999985065,TRUE
002,0.0125,left,left,TRUE,left,0.4024960999995528,TRUE
002,0.0375,left,left,TRUE,left,0.48507210000025225,TRUE
002,0.075,right,left,FALSE,right,0.46428840000044147,TRUE
002,0.0125,right,right,TRUE,right,0.27763039999990724,TRUE
002,0.075,left,left,TRUE,right,0.6362796999992497,FALSE
002,0.0375,right,left,FALSE,left,0.48147339999923133,FALSE
002,0.075,left,left,TRUE,right,0.36489520000031916,FALSE
002,0.025,left,right,FALSE,left,0.30425690000083705,TRUE
002,0.0375,right,left,FALSE,right,0.22495989999970334,TRUE
002,0.075,right,right,TRUE,left,0.33038200000009965,FALSE
002,0.0625,right,right,TRUE,right,0.22261450000041805,TRUE
002,0.0625,right,left,FALSE,right,0.3781791000001249,TRUE
002,0.0375,right,right,TRUE,left,0.432616500000222,FALSE
002,0.0625,right,left,FALSE,right,0.20562940000036178,TRUE
002,0.025,left,right,FALSE,left,0.3402188000000024,TRUE
002,0.025,right,right,TRUE,right,0.5536327999998321,TRUE
002,0.0625,right,left,FALSE,right,0.40216350000082457,TRUE
002,0.025,left,left,TRUE,left,0.4007252999999764,TRUE
002,0.075,right,right,TRUE,right,0.6392581999998583,TRUE
002,0.0375,left,right,FALSE,left,0.38215390000004845,TRUE
002,0.0125,left,right,FALSE,right,0.4397315999995044,FALSE
002,0.0375,right,right,TRUE,left,0.47245200000088516,FALSE
002,0.025,left,left,TRUE,left,0.39330990000053134,TRUE
002,0.0125,right,right,TRUE,right,0.4890722000000096,TRUE
002,0.05,right,right,TRUE,left,0.452795100000003,FALSE
002,0.0625,right,right,TRUE,left,0.4541918999993868,FALSE
002,0.025,left,left,TRUE,left,0.3247608000001492,TRUE
002,0.025,right,left,FALSE,left,0.4836791000006997,FALSE
002,0.05,right,left,FALSE,right,0.33139610000034736,TRUE
002,0.075,right,left,FALSE,right,0.4363023999994766,TRUE
002,0.05,left,left,TRUE,left,0.445864100000108,TRUE
002,0.075,right,right,TRUE,left,0.3191038999993907,FALSE
002,0.0375,right,left,FALSE,right,0.2932033999995838,TRUE
002,0.05,right,left,FALSE,left,0.23159390000000712,FALSE
002,0.0125,left,right,FALSE,left,0.5505115999994814,TRUE
002,0.05,left,left,TRUE,left,0.5437320000000909,TRUE
002,0.0625,left,left,TRUE,right,0.1772876000004544,FALSE
002,0.05,left,left,TRUE,left,0.31067759999950795,TRUE
002,0.0375,left,left,TRUE,left,0.43291320000025735,TRUE
002,0.025,left,right,FALSE,left,0.40430469999955676,TRUE
002,0.0125,left,left,TRUE,left,0.4055148999996163,TRUE
002,0.075,left,left,TRUE,left,0.3929380999998102,TRUE
002,0.075,left,right,FALSE,left,0.3301814000005834,TRUE
002,0.05,left,right,FALSE,left,0.460761199999979,TRUE
002,0.0375,right,right,TRUE,left,0.4593105000003561,FALSE
002,0.025,left,right,FALSE,left,0.40099949999967066,TRUE
002,0.0375,right,left,FALSE,right,0.48994089999996504,TRUE
002,0.0625,left,right,FALSE,left,0.38498470000013185,TRUE
002,0.0125,left,left,TRUE,left,0.5030624000000898,TRUE
002,0.025,right,left,FALSE,left,0.5204455000002781,FALSE
002,0.0125,right,right,TRUE,left,0.20898220000071888,FALSE
002,0.05,right,right,TRUE,left,0.252567700000327,FALSE
002,0.0625,right,left,FALSE,right,0.3936351000002105,TRUE
002,0.0125,right,left,FALSE,left,0.3420360999998593,FALSE
002,0.0125,right,right,TRUE,left,0.20075770000039483,FALSE
002,0.0125,left,left,TRUE,left,0.22365499999978056,TRUE
002,0.05,left,right,FALSE,left,0.6864260000002105,TRUE
002,0.05,right,right,TRUE,left,0.2824748000002728,FALSE
002,0.0625,right,left,FALSE,right,0.2538669999994454,TRUE
002,0.0125,left,left,TRUE,left,0.12700349999977334,TRUE
002,0.025,left,right,FALSE,left,0.17788579999978538,TRUE
002,0.0625,left,right,FALSE,left,0.23731020000013814,TRUE
002,0.0625,right,right,TRUE,left,0.24537880000025325,FALSE
002,0.0375,left,right,FALSE,right,0.26679169999988517,FALSE
002,0.075,right,left,FALSE,right,0.35033240000029764,TRUE
002,0.0375,right,left,FALSE,right,0.29106939999928727,TRUE
002,0.0375,left,left,TRUE,left,0.2818114000001515,TRUE
002,0.0625,right,right,TRUE,left,0.23288739999952668,FALSE
002,0.075,left,left,TRUE,right,0.21045950000006997,FALSE
002,0.025,left,left,TRUE,left,0.656238100000337,TRUE
002,0.0375,left,left,TRUE,left,0.17239340000014636,TRUE
002,0.0625,left,right,FALSE,left,0.5107980000002499,TRUE
002,0.0125,left,right,FALSE,right,0.3653665000001638,FALSE
002,0.0625,left,left,TRUE,right,0.3807084999998551,FALSE
002,0.0375,left,right,FALSE,left,0.5971549000005325,TRUE
002,0.0375,left,right,FALSE,left,0.43666510000002745,TRUE
002,0.0375,left,left,TRUE,right,0.28492589999950724,FALSE
002,0.05,right,right,TRUE,left,0.32314409999980853,FALSE
002,0.075,left,left,TRUE,right,0.15203519999977289,FALSE
002,0.0125,right,right,TRUE,right,0.1294541000006575,TRUE
002,0.0375,left,left,TRUE,right,0.5094120000003386,FALSE
002,0.075,left,right,FALSE,left,0.00809540000045672,TRUE
002,0.0125,right,left,FALSE,right,0.4228510999992068,TRUE
002,0.05,left,right,FALSE,left,0.38175349999983155,TRUE
002,0.05,right,right,TRUE,left,0.5103102999992188,FALSE
002,0.025,right,right,TRUE,right,0.2781944999996995,TRUE
002,0.075,right,right,TRUE,right,0.5769232000002376,TRUE
002,0.0125,right,right,TRUE,right,0.2836549000003288,TRUE
002,0.0625,right,right,TRUE,left,0.21106070000041655,FALSE
002,0.025,right,left,FALSE,left,0.2066426000001229,FALSE
002,0.0375,right,right,TRUE,right,0.21275779999996303,TRUE
002,0.075,left,right,FALSE,left,0.518978099999913,TRUE
002,0.05,left,right,FALSE,right,0.28952900000058435,FALSE
002,0.05,right,left,FALSE,right,0.3116101000005074,TRUE
002,0.025,left,left,TRUE,right,0.47340689999964525,FALSE
002,0.0625,left,right,FALSE,left,0.7155553000002328,TRUE
