participant,soa,prime_presence,answer,rt,accuracy
002,0.05,present,present,0.33111060000010184,TRUE
002,0.075,present,present,0.31470760000001974,TRUE
002,0.025,present,present,0.5320480000000316,TRUE
002,0.0375,present,present,0.6268970000000991,TRUE
002,0.0125,absent,absent,0.6403765000000021,TRUE
002,0.0625,present,present,0.34104319999960353,TRUE
002,0.025,present,present,0.3150140000002466,TRUE
002,0.075,present,present,0.89369170000009035,TRUE
002,0.0625,absent,absent,0.757112600000255,TRUE
002,0.05,absent,absent,0.6465656999998828,TRUE
002,0.0625,present,present,0.5253833000001578,TRUE
002,0.0125,absent,absent,0.0020988999999644875,TRUE
002,0.0375,absent,absent,0.7451396999999815,TRUE
002,0.025,absent,absent,0.019491000000016356,TRUE
002,0.0375,present,present,0.46134200000005876,TRUE
002,0.0625,absent,absent,0.0040692000002309214,TRUE
002,0.025,present,present,0.414668200000051,TRUE
002,0.0625,present,present,0.7581771000000117,TRUE
002,0.025,present,present,0.37268989999984115,TRUE
002,0.0125,absent,absent,0.7071078000003581,TRUE
002,0.0125,present,absent,0.7292453999998543,FALSE
002,0.025,absent,absent,0.6463097999999263,TRUE
002,0.0125,absent,absent,0.005453400000078545,TRUE
002,0.0125,present,present,0.433262200000172,TRUE
002,0.025,present,present,0.0505300999998326,TRUE
002,0.0125,absent,absent,0.7211965000001328,TRUE
002,0.025,absent,absent,0.7823097000000416,TRUE
002,0.075,present,present,0.4012540000003355,TRUE
002,0.075,present,present,0.7405979000000116,TRUE
002,0.0625,present,present,0.41566899999997986,TRUE
002,0.05,present,present,0.7196337000000312,TRUE
002,0.0125,present,absent,0.7715766999999687,FALSE
002,0.05,absent,present,0.37504889999991065,FALSE
002,0.075,absent,absent,0.7061273999997866,TRUE
002,0.0125,present,present,0.4012998000002881,TRUE
002,0.0625,present,absent,0.7691949000000022,FALSE
002,0.0375,absent,absent,0.06710720000000947,TRUE
002,0.0625,present,present,0.43809989999999743,TRUE
002,0.05,present,present,0.7581203999998252,TRUE
002,0.0375,absent,absent,0.7891621999997369,TRUE
002,0.025,present,present,0.39332880000029036,TRUE
002,0.0375,absent,absent,0.6066292000000431,TRUE
002,0.05,present,present,0.38008869999976014,TRUE
002,0.075,absent,absent,0.7315360000002329,TRUE
002,0.0125,absent,absent,0.0015738000001874752,TRUE
002,0.0625,absent,absent,0.7314532000000327,TRUE
002,0.025,present,absent,0.7037325000001147,FALSE
002,0.0625,absent,absent,0.7751953000001777,TRUE
002,0.05,absent,absent,0.7542926999999509,TRUE
002,0.05,present,present,0.4343063000001166,TRUE
002,0.0375,present,present,0.39455480000015086,TRUE
002,0.0375,present,present,0.46119450000014695,TRUE
002,0.05,present,present,0.7971528000002763,TRUE
002,0.0125,present,present,0.42974309999999605,TRUE
002,0.0625,present,present,0.39786110000022745,TRUE
002,0.0375,present,present,0.38999520000015764,TRUE
002,0.05,present,present,0.43360800000027666,TRUE
002,0.0625,present,present,3.5054893999999877,TRUE
002,0.075,present,present,0.5342261999999209,TRUE
002,0.05,absent,absent,0.6862860000001092,TRUE
002,0.0625,present,present,0.32994289999987814,TRUE
002,0.0375,present,present,0.6179222999999183,TRUE
002,0.0625,present,present,0.3008859999999913,TRUE
002,0.025,absent,absent,0.005152000000180124,TRUE
002,0.0375,present,present,0.6451540000002751,TRUE
002,0.05,absent,absent,0.6792602000000443,TRUE
002,0.0125,present,present,0.3912860999998884,TRUE
002,0.075,present,present,0.40824849999989965,TRUE
002,0.0125,present,present,0.41350980000015625,TRUE
002,0.0125,present,present,0.7174927000000935,TRUE
002,0.0125,absent,present,0.7387911000000713,FALSE
002,0.0375,present,present,0.7052671999999802,TRUE
002,0.0125,absent,absent,0.674346400000104,TRUE
002,0.05,absent,absent,0.6622852000000421,TRUE
002,0.0375,present,present,0.0016077000000223052,TRUE
002,0.025,absent,absent,0.7543786999999611,TRUE
002,0.0625,absent,absent,0.6666537999999491,TRUE
002,0.025,present,present,0.4188937999997506,TRUE
002,0.075,present,present,0.6413021000003027,TRUE
002,0.075,absent,absent,0.6998164000001452,TRUE
002,0.025,absent,absent,0.7309190999999373,TRUE
002,0.0125,present,present,0.4964187000000493,TRUE
002,0.0375,absent,absent,0.6719842000002245,TRUE
002,0.075,present,present,0.1332681999997476,TRUE
002,0.0125,present,present,0.755941200000052,TRUE
002,0.0375,absent,absent,0.4974269999997887,TRUE
002,0.075,present,present,0.38908509999964735,TRUE
002,0.0375,present,present,0.3569347999996353,TRUE
002,0.0375,present,present,0.39006879999988087,TRUE
002,0.025,absent,absent,0.7826650000001791,TRUE
002,0.05,present,present,0.3286511999999675,TRUE
002,0.075,absent,absent,0.6885054999997919,TRUE
002,0.0625,absent,absent,0.02063029999999344,TRUE
002,0.025,absent,absent,0.6321554999999535,TRUE
002,0.025,present,present,0.4005357000000913,TRUE
002,0.075,present,present,0.3889520000002449,TRUE
002,0.075,present,present,0.7088578000002599,TRUE
002,0.0625,present,present,0.7310354999999618,TRUE
002,0.05,present,present,0.740021600000091,TRUE
002,0.025,present,present,0.3941023000002133,TRUE
002,0.05,present,present,0.4383895000000848,TRUE
002,0.05,present,present,0.6413277999999991,TRUE
002,0.025,present,present,0.4032540000002882,TRUE
002,0.0375,present,present,0.7434123000002728,TRUE
002,0.05,absent,absent,0.7153088000000025,TRUE
002,0.075,absent,present,0.4175230000000738,FALSE
002,0.0125,present,absent,0.1006438999997954,FALSE
002,0.075,present,present,0.42653199999995195,TRUE
002,0.0625,absent,absent,0.6963144999999713,TRUE
002,0.05,absent,absent,0.6515815000002476,TRUE
002,0.075,absent,absent,0.019468400000278052,TRUE
002,0.0375,present,present,0.33057129999997414,TRUE
002,0.0125,present,present,0.6505631999998513,TRUE
002,0.0625,absent,present,0.37380460000031235,FALSE
002,0.05,present,present,0.7005731000003834,TRUE
002,0.0125,present,present,0.6885526000000937,TRUE
002,0.025,present,present,0.6688130000002275,TRUE
002,0.0125,present,present,0.6616629999998622,TRUE
002,0.0625,present,present,0.6364134999998896,TRUE
002,0.05,present,present,0.44945999999981723,TRUE
002,0.075,absent,absent,0.7042750000000524,TRUE
002,0.0625,present,present,0.6304049000000305,TRUE
002,0.0125,present,present,0.6815437999998721,TRUE
002,0.025,present,present,0.7223384999997506,TRUE
002,0.075,present,present,0.4034366000000773,TRUE
002,0.0375,absent,absent,0.6475442999999359,TRUE
002,0.025,present,present,0.6801423000001705,TRUE
002,0.0375,absent,absent,0.7835746000000654,TRUE
002,0.075,present,present,0.7217286000000058,TRUE
002,0.0125,present,present,0.6790430999999444,TRUE
002,0.0125,present,present,0.6545662999997148,TRUE
002,0.05,present,present,0.734972000000198,TRUE
002,0.0625,present,present,0.6034293999996407,TRUE
002,0.0375,present,present,0.6759638999997151,TRUE
002,0.075,absent,absent,0.7210944999997082,TRUE
002,0.0375,absent,absent,0.6938542000002599,TRUE
002,0.025,absent,absent,0.6478202999996938,TRUE
002,0.0375,present,present,0.6226301000001513,TRUE
002,0.075,absent,absent,0.6945659999996678,TRUE
002,0.0375,present,absent,0.6861865000000762,FALSE
002,0.0125,present,present,0.5467358000000786,TRUE
002,0.075,present,present,0.6305585999998584,TRUE
002,0.0625,present,present,0.741873399999804,TRUE
002,0.0125,absent,absent,0.6761417999996411,TRUE
002,0.05,present,absent,0.746251200000188,FALSE
002,0.0625,absent,absent,0.7190246000000116,TRUE
002,0.0625,present,present,0.7948114999999234,TRUE
002,0.05,present,present,0.7412792999998601,TRUE
002,0.025,absent,absent,0.052966100000048755,TRUE
002,0.0375,present,present,0.7398378000002594,TRUE
002,0.05,present,present,0.7494586000002528,TRUE
002,0.05,present,present,0.7126260000000002,TRUE
002,0.025,absent,absent,0.7179249000000709,TRUE
002,0.0625,present,present,0.6316542999998092,TRUE
002,0.025,present,present,0.6981266000002506,TRUE
002,0.075,present,present,0.6430666000001111,TRUE
002,0.0375,present,present,0.684529399999974,TRUE
002,0.0375,present,present,0.6843256000001929,TRUE
002,0.0625,present,present,0.7301195999998527,TRUE
002,0.0125,present,present,0.6360793000003468,TRUE
002,0.0125,absent,absent,0.7338767999999618,TRUE
002,0.0125,present,present,0.6669879000000947,TRUE
002,0.0625,present,present,0.7182840000000397,TRUE
002,0.025,present,present,0.6917453999999452,TRUE
002,0.075,absent,absent,0.6992138999999042,TRUE
002,0.0125,present,present,0.6746663999997509,TRUE
002,0.075,present,present,0.7124229999999443,TRUE
002,0.075,present,present,0.6369052000000011,TRUE
002,0.0625,absent,absent,0.7362087999999858,TRUE
002,0.0375,absent,absent,0.5963203999999678,TRUE
002,0.0375,absent,absent,0.6154662999997527,TRUE
002,0.0625,present,present,0.6534311000000343,TRUE
002,0.0625,present,absent,0.5738798000002134,FALSE
002,0.075,present,present,0.6521899999997913,TRUE
002,0.0125,absent,absent,0.6686609999997017,TRUE
002,0.025,present,present,0.6802811000002293,TRUE
002,0.025,absent,absent,0.6627594999999928,TRUE
002,0.0125,present,present,0.6993736999997964,TRUE
002,0.0125,absent,absent,0.7011829999996735,TRUE
002,0.0125,present,present,0.6814746000000014,TRUE
002,0.05,absent,absent,0.6374246999998832,TRUE
002,0.0625,present,present,0.6560485999998491,TRUE
002,0.05,present,present,0.7080129999999372,TRUE
002,0.0375,absent,absent,0.6404764999997496,TRUE
002,0.0125,present,present,0.6826157999998941,TRUE
002,0.0625,present,present,0.633058500000061,TRUE
002,0.075,absent,absent,0.6780429000000368,TRUE
002,0.0625,absent,present,0.7251648000001296,FALSE
002,0.0375,absent,absent,0.7862724999999955,TRUE
002,0.0375,present,present,0.003476099999716098,TRUE
002,0.0625,absent,absent,0.7388492000000042,TRUE
002,0.0625,absent,absent,0.7208357999998043,TRUE
002,0.0375,present,present,0.6999321000002965,TRUE
002,0.0375,present,present,0.7803707999996732,TRUE
002,0.075,present,present,0.8304947999999968,TRUE
002,0.05,present,present,0.7525413000003027,TRUE
002,0.05,absent,absent,0.6996917999999823,TRUE
002,0.0375,present,present,0.7329964000000473,TRUE
002,0.025,present,present,0.7627886999998736,TRUE
002,0.0625,present,present,0.6826462999997602,TRUE
002,0.0625,absent,absent,0.7083463000003576,TRUE
002,0.0125,absent,absent,0.626983200000268,TRUE
002,0.0125,present,present,0.7238617999996677,TRUE
002,0.025,absent,absent,0.6826381000000765,TRUE
002,0.05,present,present,0.6484284999996817,TRUE
002,0.0625,absent,absent,0.6600507000002835,TRUE
002,0.025,present,present,0.6820231000001513,TRUE
002,0.0625,present,present,0.6171641000000818,TRUE
002,0.05,present,present,0.6996432999999342,TRUE
002,0.05,absent,absent,0.6625779999999395,TRUE
002,0.0375,present,present,0.6692305999999917,TRUE
002,0.025,present,present,0.6446783999999752,TRUE
002,0.075,absent,absent,0.020228900000347494,TRUE
002,0.025,present,present,0.6429481000000123,TRUE
002,0.0375,absent,absent,0.6872339999999895,TRUE
002,0.075,absent,absent,0.6926902999998674,TRUE
002,0.0625,present,present,0.8051619000002574,TRUE
002,0.05,absent,present,0.7062768999999207,FALSE
002,0.05,absent,absent,0.6497521999999663,TRUE
002,0.0125,present,present,0.6000358999999662,TRUE
002,0.075,present,present,0.6351836000003459,TRUE
002,0.0125,present,absent,0.004249499999787076,FALSE
002,0.05,absent,absent,0.6178003999998509,TRUE
002,0.05,present,present,0.46551709999994273,TRUE
002,0.0375,present,present,0.6583351000003859,TRUE
002,0.05,absent,absent,0.6942879999996876,TRUE
002,0.075,present,present,0.4617841999997836,TRUE
002,0.075,present,present,0.6601701000004141,TRUE
002,0.0375,present,present,0.6773651000003156,TRUE
002,0.075,absent,absent,0.6243235000001732,TRUE
002,0.05,present,present,0.5612208000002283,TRUE
002,0.075,present,present,0.649861399999736,TRUE
002,0.05,present,present,0.7025082999998631,TRUE
002,0.025,present,present,0.6744438999999147,TRUE
002,0.0125,present,present,0.692926400000033,TRUE
002,0.075,present,present,0.728226000000177,TRUE
002,0.025,present,present,0.7058494000002611,TRUE
002,0.025,present,present,0.4660503999998582,TRUE
002,0.0625,present,present,0.7381842999998298,TRUE
002,0.025,present,present,0.6066511999997601,TRUE
002,0.025,present,present,0.7064507999998568,TRUE
002,0.025,absent,absent,0.6707695999998577,TRUE
002,0.075,present,present,0.20964509999976144,TRUE
002,0.075,absent,absent,0.7240729000000101,TRUE
002,0.05,absent,absent,0.6044923999997991,TRUE
002,0.025,present,present,0.41965380000010555,TRUE
002,0.075,present,present,0.6493022999998175,TRUE
002,0.0625,present,present,0.37150340000016513,TRUE
002,0.0125,present,present,0.5961717000000135,TRUE
002,0.0375,absent,absent,0.647233099999994,TRUE
002,0.075,present,present,0.6012895000003482,TRUE
002,0.0625,absent,absent,0.6837488000001031,TRUE
002,0.05,present,present,0.6480360000000474,TRUE
002,0.075,present,present,0.49724509999987276,TRUE
002,0.025,absent,absent,0.653903999999784,TRUE
002,0.025,present,present,0.7337007000000995,TRUE
002,0.0375,present,present,0.6361610000003566,TRUE
002,0.05,present,present,0.6936250000003383,TRUE
002,0.0125,absent,absent,0.6739158999998835,TRUE
002,0.025,present,present,0.6673885000000155,TRUE
002,0.0125,present,present,0.5312607000000753,TRUE
002,0.0375,present,present,0.7249046000001726,TRUE
002,0.025,absent,absent,0.6385885000004237,TRUE
002,0.05,present,present,0.6974201000002722,TRUE
002,0.0125,absent,absent,0.6889529999998558,TRUE
002,0.05,present,present,0.6707484999997178,TRUE
002,0.0375,present,present,0.6865468999999393,TRUE
002,0.0625,present,present,0.6919867999999951,TRUE
002,0.025,present,present,0.6834445999998024,TRUE
002,0.0125,present,present,0.75074369999993,TRUE
002,0.0375,absent,absent,0.7020242999997208,TRUE
002,0.075,present,present,0.8814637999998922,TRUE
002,0.0125,absent,absent,0.0033490999999230553,TRUE
002,0.05,present,present,0.05813530000023093,TRUE
002,0.0125,present,present,0.2904266999998981,TRUE
002,0.075,present,present,0.5915132999998605,TRUE
002,0.05,present,present,0.43434530000013183,TRUE
002,0.075,absent,absent,0.6166832000003524,TRUE
002,0.0375,absent,absent,0.6059470000000147,TRUE
002,0.075,present,present,0.6445077000003039,TRUE
002,0.0375,present,present,0.660946800000147,TRUE
002,0.025,present,present,0.7080767000002197,TRUE
002,0.0625,absent,absent,0.6377336999998988,TRUE
002,0.05,present,present,0.8468477999999777,TRUE
002,0.0125,absent,absent,0.7056321000000025,TRUE
002,0.0375,present,present,0.6266621999998279,TRUE
002,0.05,absent,absent,0.6208026000003883,TRUE
002,0.0125,present,present,0.6636112000001049,TRUE
002,0.075,absent,present,0.6154031999999461,FALSE
002,0.025,present,present,0.17797290000044086,TRUE
002,0.075,present,present,0.7452290999999605,TRUE
002,0.05,present,present,0.6596119999999246,TRUE
002,0.0625,present,present,0.6044243999999708,TRUE
002,0.05,present,present,0.36931159999994634,TRUE
002,0.0375,present,present,0.6452338000003692,TRUE
002,0.0375,absent,present,0.7107854000000771,FALSE
002,0.0625,absent,present,0.500975699999799,FALSE
002,0.0375,present,present,0.7147860000000037,TRUE
002,0.0625,present,present,0.6722451000000547,TRUE
002,0.075,absent,absent,0.6956924999999501,TRUE
002,0.0375,absent,absent,0.7031858999998803,TRUE
002,0.0375,present,present,0.6633132000001751,TRUE
002,0.05,absent,absent,0.6624188000000686,TRUE
002,0.05,present,present,0.735251199999766,TRUE
002,0.0625,present,present,0.3815966000001936,TRUE
002,0.075,absent,absent,0.46565830000008646,TRUE
002,0.0375,absent,present,0.08366789999990942,FALSE
002,0.0375,absent,absent,0.6202084000001378,TRUE
002,0.0375,present,present,0.33941749999985404,TRUE
002,0.05,present,present,0.6425813000000744,TRUE
002,0.025,present,present,0.4355298999998922,TRUE
002,0.0625,present,present,0.6254758000000038,TRUE
002,0.05,absent,absent,0.7517689999999675,TRUE
002,0.0125,present,present,0.6653966000003493,TRUE
002,0.0625,present,present,0.6046617000001788,TRUE
002,0.05,absent,absent,0.6670067999998537,TRUE
002,0.0125,present,present,0.6611092000002827,TRUE
002,0.025,absent,absent,0.03333920000022772,TRUE
002,0.05,present,present,0.6596910000002936,TRUE
002,0.05,absent,absent,0.7143365000001722,TRUE
002,0.0625,present,present,0.40508939999972426,TRUE
002,0.075,absent,absent,0.691029300000082,TRUE
002,0.05,present,present,0.3732512999999926,TRUE
002,0.075,present,present,0.004637800000182324,TRUE
002,0.025,present,present,0.662694300000112,TRUE
002,0.075,present,present,0.6631350000002385,TRUE
002,0.075,absent,absent,0.667132699999911,TRUE
002,0.0375,present,present,0.6884220000001733,TRUE
002,0.0125,absent,absent,0.6950792000002366,TRUE
002,0.0375,present,present,0.5821789000001445,TRUE
002,0.025,absent,absent,0.6520196999999825,TRUE
002,0.075,present,present,0.5348785000001044,TRUE
002,0.0125,absent,absent,0.639476299999842,TRUE
002,0.025,present,present,0.5870763000002626,TRUE
002,0.0625,present,present,0.619384799999807,TRUE
002,0.025,present,present,0.4837868999998136,TRUE
002,0.075,present,present,0.646763799999917,TRUE
002,0.025,absent,absent,0.6213969000000361,TRUE
002,0.0125,present,present,0.7058939999997165,TRUE
002,0.05,absent,absent,0.6889851999999337,TRUE
002,0.0375,present,present,0.6763153000001694,TRUE
002,0.0125,absent,absent,0.6384324000000561,TRUE
002,0.0125,present,present,0.6499304000003576,TRUE
002,0.075,present,present,0.5467038000001594,TRUE
002,0.0375,absent,absent,0.6818763999999646,TRUE
002,0.0625,absent,absent,0.6310583999998016,TRUE
002,0.0375,present,present,0.003453399999671092,TRUE
002,0.0125,present,present,0.5919997999999396,TRUE
002,0.0625,present,present,0.5039875000002212,TRUE
002,0.0125,present,present,0.5493120999999519,TRUE
002,0.0375,absent,absent,0.3641198999998778,TRUE
002,0.05,present,present,0.705502499999966,TRUE
002,0.0625,present,present,0.6357916000001751,TRUE
002,0.025,absent,absent,0.3871115000001737,TRUE
002,0.025,absent,absent,0.35492489999978716,TRUE
002,0.075,present,present,0.5077206000000842,TRUE
002,0.0625,present,present,0.5516164000000572,TRUE
002,0.025,absent,absent,0.3432033999997657,TRUE
002,0.025,present,present,0.6106368999999177,TRUE
002,0.025,absent,absent,0.6311744999998155,TRUE
002,0.0125,absent,absent,0.31500720000030924,TRUE
002,0.0125,present,present,0.6562402000004113,TRUE
002,0.05,absent,absent,0.30428610000035405,TRUE
002,0.025,present,present,0.6236612000002424,TRUE
002,0.0375,present,present,0.601966000000175,TRUE
002,0.075,present,present,0.5701144999998178,TRUE
002,0.075,absent,absent,0.2501514999999017,TRUE
002,0.0625,present,present,0.0014650000002802699,TRUE
002,0.05,present,present,0.6095253999997112,TRUE
002,0.025,present,present,0.43798160000005737,TRUE
002,0.075,present,present,0.24852869999995164,TRUE
002,0.075,present,present,0.25357439999970666,TRUE
002,0.075,present,present,0.7960851999996521,TRUE
002,0.05,present,present,0.6945098999999573,TRUE
002,0.025,present,present,0.6323186999998143,TRUE
002,0.0625,absent,absent,0.28034200000001874,TRUE
002,0.0625,absent,absent,0.5749487000002773,TRUE
002,0.05,absent,absent,0.6080846999998357,TRUE
002,0.0375,present,present,0.6965402999999242,TRUE
002,0.075,present,present,0.5154931000001852,TRUE
002,0.025,present,present,0.5921425999999883,TRUE
002,0.05,present,present,0.6349637999996958,TRUE
002,0.0375,present,present,0.6253335999999763,TRUE
002,0.0625,present,present,0.599614400000064,TRUE
002,0.05,present,present,0.6462387999999919,TRUE
002,0.025,absent,present,0.5972578999999314,FALSE
002,0.0125,absent,absent,0.3799127000002045,TRUE
002,0.025,present,present,0.001608700000360841,TRUE
002,0.075,present,present,0.7293244000002232,TRUE
002,0.0125,present,present,0.6859644999999546,TRUE
002,0.0375,absent,present,1.2203446000003169,FALSE
002,0.025,present,present,0.6293244999997114,TRUE
002,0.0125,absent,absent,0.588560900000175,TRUE
002,0.0375,present,present,0.6812243999997918,TRUE
002,0.0625,present,present,0.6636892999999873,TRUE
002,0.025,present,present,0.6008127999998578,TRUE
002,0.0125,present,present,0.6060176999999385,TRUE
002,0.0625,present,present,0.46829269999989265,TRUE
002,0.025,present,present,0.661127100000158,TRUE
002,0.0125,absent,absent,0.3673362999998062,TRUE
002,0.0125,present,present,0.5931725999998889,TRUE
002,0.05,present,present,0.620640099999946,TRUE
002,0.0625,present,present,0.5650210999997398,TRUE
002,0.0375,present,present,0.6223187000000507,TRUE
002,0.0625,absent,absent,0.3688350000002174,TRUE
002,0.075,absent,absent,0.43545369999992545,TRUE
002,0.0625,absent,absent,0.7234496999999465,TRUE
002,0.0125,present,present,0.609026200000244,TRUE
002,0.0625,present,present,0.7247262999999293,TRUE
002,0.05,present,present,0.6905562000001737,TRUE
002,0.0125,present,present,0.6708602999997311,TRUE
002,0.0125,present,present,0.6051241999998638,TRUE
002,0.075,present,present,0.38899369999990085,TRUE
002,0.0625,absent,absent,0.366918700000042,TRUE
002,0.025,present,present,0.6894382999998925,TRUE
002,0.0125,present,present,0.02032089999966047,TRUE
002,0.0375,present,present,0.7056887999997343,TRUE
002,0.0375,absent,absent,0.3537116999996215,TRUE
002,0.0375,absent,absent,0.34230250000018714,TRUE
002,0.025,absent,absent,0.5822673000002396,TRUE
002,0.0125,present,present,0.6218976999998631,TRUE
002,0.0375,present,present,0.6055224000001544,TRUE
002,0.0125,absent,absent,0.34993919999988066,TRUE
002,0.0625,absent,absent,0.6065134999998918,TRUE
002,0.0625,present,present,0.9466929000000164,TRUE
002,0.0125,present,present,0.6004628999999113,TRUE
002,0.075,present,present,0.5799271000000772,TRUE
002,0.025,absent,absent,0.32142260000000533,TRUE
002,0.025,present,present,0.6147090000004027,TRUE
002,0.075,absent,absent,0.6414090000002943,TRUE
002,0.05,present,present,0.583499099999699,TRUE
002,0.0375,present,present,0.6839587999998002,TRUE
002,0.0375,present,present,0.6175951000000168,TRUE
002,0.05,present,present,0.6290715000000091,TRUE
002,0.075,present,present,0.5912054000000353,TRUE
002,0.0625,present,present,0.6089994999997543,TRUE
002,0.0625,present,present,0.559976000000006,TRUE
002,0.05,present,present,0.6652804000000287,TRUE
002,0.0375,present,present,0.6929175000000214,TRUE
002,0.025,present,present,0.002300300000115385,TRUE
002,0.05,present,present,0.650687299999845,TRUE
002,0.075,absent,absent,0.346708199999739,TRUE
002,0.05,present,present,0.6370915999996214,TRUE
002,0.025,present,present,0.6270692000002782,TRUE
002,0.025,present,present,0.6148757000000842,TRUE
002,0.025,present,present,0.6736488999999892,TRUE
002,0.0375,absent,absent,0.35362190000023475,TRUE
002,0.025,absent,absent,0.2926409000001513,TRUE
002,0.05,absent,absent,0.6125989000001937,TRUE
002,0.0125,absent,absent,0.5762384999998176,TRUE
002,0.05,present,present,0.5326749000000746,TRUE
002,0.0125,present,present,0.6851901999998518,TRUE
002,0.025,absent,absent,0.36518789999990986,TRUE
002,0.075,absent,absent,0.3043139000001247,TRUE
002,0.0375,present,present,0.6232127000002947,TRUE
002,0.0625,present,present,0.5708469999999579,TRUE
002,0.0625,absent,absent,0.28724460000012186,TRUE
002,0.0125,present,present,0.6139752999997654,TRUE
002,0.075,absent,absent,0.3027898999998797,TRUE
002,0.025,present,absent,0.36092169999983525,FALSE
002,0.0125,absent,absent,0.3495909999996911,TRUE
002,0.025,present,present,0.018375400000422815,TRUE
002,0.05,absent,absent,0.29193530000020473,TRUE
002,0.0125,absent,absent,0.30207389999986844,TRUE
002,0.0375,present,present,0.0022766000001865905,TRUE
002,0.025,present,present,0.6528226999998878,TRUE
002,0.025,present,present,0.6552796999999373,TRUE
002,0.0375,present,absent,0.3353018999996493,FALSE
002,0.05,present,present,0.4502431000000797,TRUE
002,0.05,present,present,0.002103499999975611,TRUE
002,0.075,present,present,0.685337399999753,TRUE
002,0.0125,absent,absent,0.3426241000001937,TRUE
002,0.025,present,present,0.28750229999968724,TRUE
002,0.05,present,present,0.0024948000000222237,TRUE
002,0.075,present,present,0.29159260000005816,TRUE
002,0.075,present,present,0.001831199999742239,TRUE
002,0.05,present,present,0.6607169999997495,TRUE
002,0.025,present,present,0.002085499999793683,TRUE
002,0.0625,present,present,0.6442907999999079,TRUE
002,0.075,present,present,0.2808132000000114,TRUE
002,0.0125,present,present,0.3188238000002457,TRUE
002,0.0125,present,present,0.6388142000000698,TRUE
002,0.075,absent,absent,0.34607950000008714,TRUE
002,0.0625,present,present,0.38270920000013575,TRUE
002,0.0125,absent,absent,0.3240259999997761,TRUE
002,0.05,present,present,0.702683800000159,TRUE
002,0.075,present,present,0.01937369999996008,TRUE
002,0.0375,absent,absent,0.3351019000001543,TRUE
002,0.075,absent,absent,0.7031182000000626,TRUE
002,0.0625,present,present,3.0609302999996544,TRUE
002,0.0375,present,present,0.2552486999998109,TRUE
002,0.075,absent,absent,0.3181116999999176,TRUE
002,0.0125,present,present,0.2858271000000059,TRUE
002,0.05,present,present,0.6057978999997431,TRUE
002,0.025,present,present,0.02851009999994858,TRUE
002,0.075,present,present,0.6428697000001193,TRUE
002,0.025,present,present,0.27504869999984294,TRUE
002,0.0125,present,present,0.5577411000003849,TRUE
002,0.0125,present,present,0.314570200000162,TRUE
002,0.025,absent,absent,0.318844700000227,TRUE
002,0.05,present,present,0.5848676000000523,TRUE
002,0.0375,absent,absent,0.6228034000000662,TRUE
002,0.0375,present,present,0.6399600999998256,TRUE
002,0.05,present,present,0.29746479999994335,TRUE
002,0.0125,present,present,0.695059499999843,TRUE
002,0.025,present,present,0.6676668000000063,TRUE
002,0.0125,present,present,0.11602360000006229,TRUE
002,0.0625,present,present,0.5927313000001959,TRUE
002,0.0625,present,present,0.38155890000007275,TRUE
002,0.05,absent,absent,0.32569150000017544,TRUE
002,0.075,present,present,0.27182649999986097,TRUE
002,0.075,present,present,0.5950974000002134,TRUE
002,0.0375,present,present,0.539082999999664,TRUE
002,0.0375,present,present,0.5260561000000052,TRUE
002,0.075,present,present,0.6013801999997668,TRUE
002,0.05,absent,absent,0.32050449999997,TRUE
002,0.0125,present,present,0.5788376000000426,TRUE
002,0.0125,present,absent,0.3031257999996342,FALSE
002,0.0375,present,present,0.5929466000002321,TRUE
002,0.025,present,present,0.6437353999999686,TRUE
002,0.025,absent,absent,0.0370096999999987,TRUE
002,0.0125,present,present,0.2513918999998168,TRUE
002,0.0125,absent,absent,0.5713354999998046,TRUE
002,0.0625,present,present,0.5946435999999267,TRUE
002,0.025,absent,absent,0.2656187999996291,TRUE
002,0.0625,present,present,0.5856071999996857,TRUE
002,0.0625,absent,absent,0.39942629999995916,TRUE
002,0.0375,present,present,0.7033666000002086,TRUE
002,0.05,present,present,0.6981184000001122,TRUE
002,0.025,present,present,0.27292780000016137,TRUE
002,0.0375,present,present,0.6089140000003681,TRUE
002,0.0625,present,present,0.6773955000003298,TRUE
002,0.075,present,present,0.631145700000161,TRUE
002,0.05,present,present,0.2281252000002496,TRUE
002,0.075,present,present,0.532091500000206,TRUE
002,0.0375,present,present,0.5951201000002584,TRUE
002,0.05,absent,absent,0.24423320000005333,TRUE
002,0.0375,absent,absent,0.3733754999998382,TRUE
002,0.0375,absent,absent,0.3453855000002477,TRUE
002,0.0625,absent,absent,0.29502029999957813,TRUE
002,0.075,present,present,0.34646799999973155,TRUE
002,0.0625,present,present,0.5867942999998377,TRUE
002,0.0625,present,present,0.28313100000013947,TRUE
002,0.0625,present,present,0.572098200000255,TRUE
002,0.0625,absent,absent,0.28539619999992283,TRUE
002,0.0375,present,present,0.5557131999999001,TRUE
002,0.05,absent,absent,0.2890152999998463,TRUE
002,0.0375,absent,absent,0.6089767999997093,TRUE
002,0.075,present,present,0.3214686999999685,TRUE
002,0.0625,absent,absent,0.37499419999994643,TRUE
002,0.0625,absent,absent,0.2969309999998586,TRUE
002,0.025,absent,absent,0.3132500000001528,TRUE
002,0.075,absent,absent,0.3124115000000529,TRUE
002,0.05,absent,absent,0.3281673999999839,TRUE
002,0.0625,absent,absent,0.6641574999998738,TRUE
002,0.075,present,present,0.3551268000001073,TRUE
