soa,bf,cohensd
0.0125,0.03415467637915357,0.05
0.025,0.1136697006003909,0.13
0.0375,0.9370218508354566,0.2
0.05,4.348504581006944,0.25
0.0625,2330.486250364089,0.32
0.075,5517.677863942374,0.32
