participant,bf,crit_diff,.lower,.upper
001,0.024144818617658707,-0.07931539304887274,-0.20816700518109285,0.049235087261980566
002,0.01182956882581289,-0.006825902770069289,-0.13444928363005984,0.1215456031874976
003,0.011864528623312347,-0.013371755281474204,-0.13907616672680334,0.11451861697382236
004,0.011566202366730461,-4.6480509594284627e-4,-0.12819891226074265,0.12990800863736607
005,0.05299389668242557,0.11543856886628222,-0.011543368830622121,0.24231606546715
006,0.036775642636219054,0.10046535987415178,-0.02972238700052514,0.23024726684412358
