Hypothesis,Estimate,Est.Error,CI.Lower,CI.Upper,Evid.Ratio,Post.Prob,Star
(priming_rt_std) = 0,0.6075916053555994,0.01732685719220583,0.5732460301980434,0.6416024013120103,-9.014156580013057e-18,-9.014156580013057e-18,*
